molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"1sqt_ligand",0,0,1,0,0,5,1,-2,348.419,4.358,575.906,244.959,170.516,160.431,0.000,1034.580,4.000,7.750,0.0183535,0.0269141,0.8589923,33.572,11.103,21.306,15.745,1.272,-3.343,-3.850,-4.579,239.273,-1.279,105.441,-5.680,8.499,0.853,2,-0.236,3,76.974,0.000,0.000,105.813,7,0,15,0,15,3,24,0,0.000
"1sqo_ligand",0,0,1,0,0,5,0,-2,263.301,2.934,514.866,0.000,140.997,373.868,0.000,859.948,4.000,4.000,0.0100130,0.0155380,0.8494133,28.621,10.657,17.559,13.156,1.909,-3.012,-3.689,-5.752,455.849,-1.041,211.629,-4.384,8.113,1.020,2,-0.233,3,85.711,0.000,0.000,77.354,5,0,16,0,16,0,20,0,0.011
"1sqa_ligand",1,1,1,0,0,9,0,-2,411.465,3.308,740.175,48.856,245.988,445.331,0.000,1289.275,7.000,7.500,0.0084851,0.0268087,0.7739765,43.917,16.792,29.456,21.857,1.436,-3.500,-4.344,-8.039,11.484,-2.318,4.380,-7.745,8.315,1.347,5,-0.159,2,41.367,0.000,0.000,139.362,8,1,22,0,22,0,31,1,0.000
"1sln_ligand",4,1,1,1,1,15,0,-2,482.581,8.718,904.089,235.820,269.680,398.589,0.000,1599.262,7.250,9.750,0.0475194,0.0290377,0.7315327,52.023,19.998,34.104,25.062,0.184,-4.475,-3.670,-5.321,1.136,-3.302,0.722,-7.771,8.389,-0.244,8,-0.548,1,16.052,0.000,23.076,189.876,10,1,12,0,12,0,35,2,0.000
"1sld_ligand",13,0,0,0,8,23,1,-2,772.893,6.682,969.611,380.437,290.985,246.300,51.890,2058.137,6.250,19.250,0.0216928,0.0496333,0.8070186,63.797,22.393,42.059,38.837,-2.857,1.059,-2.371,5.166,1.423,-3.674,11.816,-3.806,9.470,2.783,11,-3.109,1,0.000,0.000,136.085,310.404,18,3,16,0,16,4,53,2,1382.360
"1sl3_ligand",1,0,0,0,1,8,0,-1,552.327,6.282,765.368,92.013,147.369,338.461,187.526,1429.121,1.250,10.250,0.0276137,0.0149730,0.8016915,49.135,15.756,25.148,17.147,3.382,-4.945,-7.038,-4.981,238.511,-0.987,1938.808,-2.275,8.288,1.380,5,-0.218,3,63.387,59.057,27.750,150.211,12,2,23,0,23,0,37,0,0.033
"1siv_ligand",4,1,0,0,4,18,1,-2,577.720,8.265,939.194,612.297,180.529,146.368,0.000,1857.339,4.750,12.450,0.0367827,0.0288909,0.7780436,58.017,18.849,33.308,25.300,1.099,-1.711,-2.489,-1.050,11.268,-2.111,20.530,-4.665,9.534,-0.207,9,-0.996,1,13.330,0.000,79.021,204.147,12,3,6,0,6,0,41,2,0.243
"1sh9_ligand",11,0,0,0,2,18,0,-2,720.943,4.566,1161.638,475.096,127.511,464.692,94.339,2269.893,3.250,10.950,0.0091850,0.0169936,0.7190588,77.567,25.510,37.291,19.918,7.321,-9.581,-9.344,-5.545,395.077,-1.934,956.315,-0.504,9.255,1.048,9,1.007,1,77.410,0.000,23.873,152.742,11,3,22,0,22,0,50,2,0.000
"1sgu_ligand",7,2,0,0,2,14,0,-2,613.798,4.716,1050.215,441.585,125.882,482.748,0.000,2002.288,4.000,13.900,0.0111092,0.0264708,0.7315395,69.598,22.552,36.873,24.604,2.952,-4.377,-3.735,-6.882,25.530,-1.051,18.387,-4.920,8.800,-0.043,12,-0.116,1,56.456,0.000,23.733,122.162,9,1,27,0,27,7,45,1,0.000
"1sdv_ligand",7,2,0,0,2,14,0,-2,613.798,4.716,1050.215,441.585,125.882,482.748,0.000,2002.288,4.000,13.900,0.0111092,0.0264708,0.7315395,69.598,22.552,36.873,24.604,2.952,-4.377,-3.735,-6.882,25.530,-1.051,18.387,-4.920,8.800,-0.043,12,-0.116,1,56.456,0.000,23.733,122.162,9,1,27,0,27,7,45,1,0.000
"1sdu_ligand",7,2,0,0,2,14,0,-2,613.798,4.716,1050.215,441.585,125.882,482.748,0.000,2002.288,4.000,13.900,0.0111092,0.0264708,0.7315395,69.598,22.552,36.873,24.604,2.952,-4.377,-3.735,-6.882,25.530,-1.051,18.387,-4.920,8.800,-0.043,12,-0.116,1,56.456,0.000,23.733,122.162,9,1,27,0,27,7,45,1,0.000
"1sdt_ligand",7,2,0,0,2,14,0,-2,613.798,4.716,1050.215,441.585,125.882,482.748,0.000,2002.288,4.000,13.900,0.0111092,0.0264708,0.7315395,69.598,22.552,36.873,24.604,2.952,-4.377,-3.735,-6.882,25.530,-1.051,18.387,-4.920,8.800,-0.043,12,-0.116,1,56.456,0.000,23.733,122.162,9,1,27,0,27,7,45,1,0.000
"1sbg_ligand",2,0,0,0,1,14,0,-2,534.697,6.552,922.554,425.397,96.595,400.562,0.000,1772.650,4.000,8.200,0.0242169,0.0177767,0.7678127,59.623,19.251,30.343,17.564,5.630,-6.673,-6.931,-5.825,850.621,-1.373,603.532,-0.545,9.135,-0.247,5,0.686,1,86.433,0.000,18.863,112.628,8,2,17,0,17,0,39,1,0.032
"1s89_ligand",3,0,0,3,0,5,1,-2,156.032,6.741,330.739,37.330,288.519,0.000,4.891,475.956,3.000,7.000,0.0954866,0.0366584,0.8913680,9.683,5.033,12.502,12.665,-0.713,-0.486,-0.428,2.133,0.296,-2.147,0.166,-6.357,10.499,0.043,1,-1.532,1,13.294,0.000,0.000,124.525,6,0,0,0,0,0,9,1,0.022
"1s39_ligand",1,0,0,0,0,1,0,-1,161.163,5.018,348.804,0.000,163.583,185.220,0.000,540.579,3.000,4.000,0.0465725,0.0198628,0.9200759,16.607,6.459,12.476,11.044,-0.062,-1.606,-1.676,-3.709,278.381,-0.785,124.186,-3.786,8.673,0.282,0,-0.618,3,70.338,0.000,0.000,80.160,4,0,10,0,10,0,12,0,1.177
"1s38_ligand",0,0,0,0,0,1,0,-1,175.190,5.366,377.885,82.589,154.376,140.921,0.000,597.026,3.000,4.000,0.0482350,0.0183342,0.9074048,18.443,6.566,13.001,10.750,0.252,-1.857,-1.890,-3.702,340.373,-0.747,154.329,-3.772,8.582,0.247,1,-0.520,3,73.740,0.000,0.000,78.283,4,0,10,0,10,0,13,0,0.528
"1s19_ligand",0,0,0,0,0,10,0,-2,412.611,2.833,762.185,603.876,124.101,34.209,0.000,1440.730,3.000,5.100,0.0055715,0.0115896,0.8093930,45.410,13.395,21.740,9.842,5.006,-6.316,-5.304,-4.779,659.248,-1.302,315.328,-2.726,8.673,0.082,7,0.960,1,93.756,0.000,0.000,64.418,3,1,18,3,15,15,30,2,0.000
"1s5z_ligand",3,0,0,2,0,9,1,-2,389.261,10.820,593.383,127.517,345.653,115.669,4.544,1049.143,4.000,14.100,0.1115927,0.0475241,0.8414985,31.158,12.147,25.797,22.048,-1.026,-1.778,-2.333,-1.033,0.335,-3.222,0.149,-6.618,8.318,0.066,5,-1.490,1,0.000,0.000,0.000,213.991,13,2,14,0,14,4,26,1,0.002
"1rtf_ligand",5,0,1,0,0,3,0,-1,120.154,4.604,315.002,0.000,103.322,211.680,0.000,473.530,3.000,1.500,0.0447638,0.0082478,0.9327174,12.892,5.616,9.500,7.829,0.650,-0.532,-1.201,-3.630,1037.756,-0.409,514.929,-4.453,8.626,0.258,0,-0.733,3,84.734,0.000,0.000,45.854,2,0,6,0,6,0,9,0,1.244
"1rr6_ligand",1,1,0,0,0,4,0,-2,266.256,3.220,469.934,101.771,269.475,98.688,0.000,793.977,6.000,10.100,0.0130564,0.0526454,0.8824027,23.995,9.598,22.488,21.208,-2.184,-0.816,-0.618,-4.632,6.877,-1.586,2.516,-7.817,8.970,0.301,5,-0.774,2,16.185,0.000,0.000,147.754,8,1,14,0,14,4,19,1,0.001
"1rql_ligand",8,0,0,1,0,2,0,-1,108.112,5.372,262.650,71.857,141.541,46.956,2.295,368.626,1.000,4.000,0.0782782,0.0152294,0.9466266,7.763,3.235,6.607,6.597,-0.169,0.072,-0.215,-0.812,114.096,-0.604,61.999,-3.771,10.962,-0.121,0,-1.152,2,62.777,0.000,0.000,62.341,3,0,0,0,0,0,6,0,22.807
"1rpj_ligand",3,0,0,0,0,6,1,-2,180.157,3.683,355.893,128.499,227.394,0.000,0.000,562.775,5.000,10.200,0.0240999,0.0640863,0.9262638,12.516,6.362,16.852,18.169,-2.231,-1.042,-0.280,-2.725,69.107,-1.565,27.543,-5.134,10.449,-2.123,4,-0.875,2,46.805,0.000,0.000,117.419,6,0,6,0,6,5,12,0,0.120
"1rpf_ligand",2,0,0,2,0,8,1,-2,323.199,12.289,523.169,80.916,371.195,67.392,3.666,887.708,6.000,13.100,0.1701148,0.0613345,0.8538269,24.879,10.899,26.847,23.889,-1.817,-1.707,-1.461,-0.604,0.192,-3.304,0.080,-7.355,8.782,0.233,3,-1.419,1,0.000,0.000,0.000,190.609,11,2,11,0,11,4,21,1,0.000
"1rp7_ligand",2,0,0,3,0,12,2,-2,440.304,6.296,638.802,217.086,351.215,35.386,35.116,1146.324,2.000,12.000,0.0345813,0.0265662,0.8292212,32.355,12.289,21.051,16.000,0.800,-2.091,-4.051,0.958,0.075,-3.479,0.055,-6.716,8.793,0.406,5,-1.474,1,0.000,0.000,0.000,198.710,12,1,11,0,11,0,27,1,0.001
"1ro6_ligand",0,0,0,0,1,3,0,0,275.347,4.744,558.818,391.376,92.041,75.401,0.000,950.268,1.000,4.000,0.0236800,0.0071580,0.8364864,30.669,8.383,13.419,10.443,2.390,-2.974,-3.015,-3.163,558.382,-0.494,672.011,-2.662,8.886,-0.024,3,-0.017,3,90.104,0.000,47.254,60.530,4,0,16,0,16,8,20,0,0.637
"1rnt_ligand",6,0,0,2,0,8,1,-2,363.223,17.869,534.502,80.542,406.879,43.443,3.638,927.374,7.000,15.600,0.3443201,0.0772190,0.8604373,26.238,11.629,32.682,27.923,-2.646,-1.799,-1.477,-0.382,0.088,-3.574,0.035,-8.097,8.361,0.147,3,-1.468,1,0.000,0.000,0.000,211.796,13,2,14,0,14,4,24,1,0.000
"1rnm_ligand",2,0,0,2,0,8,1,-2,323.199,11.431,512.072,82.339,356.497,69.213,4.022,868.917,6.000,13.100,0.1503816,0.0626637,0.8599757,24.144,10.652,26.265,23.775,-1.775,-1.631,-1.461,-0.513,0.265,-3.123,0.114,-7.078,8.916,0.222,3,-1.416,1,0.000,0.000,0.000,186.186,11,2,11,0,11,4,21,1,0.001
"1rjk_ligand",1,0,0,0,0,9,0,-2,416.643,4.038,796.822,633.614,113.216,49.991,0.000,1483.137,3.000,4.150,0.0109937,0.0090209,0.7893291,47.900,13.907,22.098,9.243,5.725,-7.376,-5.923,-5.179,836.122,-1.190,407.693,-2.566,8.639,-0.223,7,1.268,1,100.000,0.000,0.000,62.016,3,1,15,0,15,12,30,2,0.000
"1rd4_ligand",1,0,0,0,1,6,0,-2,478.565,9.684,828.163,351.882,142.522,309.327,24.431,1489.235,0.000,6.250,0.0629705,0.0000000,0.7615380,52.547,15.671,21.854,12.164,4.811,-6.633,-6.876,-5.491,235.196,-1.377,277.828,-2.480,8.739,1.519,3,0.693,1,100.000,0.000,34.288,94.280,8,0,24,0,24,4,34,1,0.000
"1rbp_ligand",2,0,0,0,0,9,0,0,286.456,1.497,654.088,546.688,56.639,50.761,0.000,1144.966,1.000,1.700,0.0019576,0.0025990,0.8092026,34.373,9.832,12.707,3.178,5.420,-6.115,-4.408,-4.861,2876.023,-0.556,1549.709,-1.520,8.444,0.347,5,1.033,3,100.000,0.000,0.000,22.910,1,1,6,0,6,4,21,1,0.007
"1r9l_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1r5y_ligand",1,0,0,0,0,2,0,-2,176.177,2.416,364.541,0.000,225.148,139.394,0.000,570.085,4.500,5.000,0.0102388,0.0290958,0.9121050,16.708,7.150,14.917,14.151,-0.875,-1.283,-1.645,-3.619,72.582,-1.361,29.043,-4.986,7.804,0.109,2,-0.719,2,55.130,0.000,0.000,106.464,5,0,10,0,10,0,13,0,0.095
"1r1j_ligand",0,0,0,1,2,10,1,-2,400.492,3.957,691.868,150.966,150.544,342.293,48.065,1271.159,2.300,6.000,0.0123152,0.0131520,0.8202411,41.566,14.365,20.807,15.291,3.367,-3.609,-4.316,-1.517,39.737,-1.413,89.293,-2.128,9.511,0.257,6,-0.381,3,75.280,0.000,46.821,114.980,6,0,12,0,12,0,28,0,0.733
"1r1h_ligand",0,1,0,2,1,11,0,-2,418.428,9.787,691.710,219.976,194.129,277.605,0.000,1294.863,4.250,9.750,0.0739760,0.0290586,0.8305972,41.254,14.524,26.294,19.357,-0.005,-2.463,-2.770,-1.334,1.631,-1.577,1.238,-5.126,8.851,0.534,5,-0.867,1,30.720,0.000,18.416,143.492,7,0,12,0,12,0,29,1,0.011
"1r0p_ligand",0,0,0,0,0,2,0,-1,467.480,5.424,650.169,221.426,140.838,287.905,0.000,1254.602,2.000,6.000,0.0234503,0.0130509,0.8652524,45.520,13.351,21.972,12.598,3.900,-5.572,-7.605,-5.085,457.437,-0.811,212.426,-2.909,8.130,0.841,3,0.767,3,100.000,0.000,0.000,102.544,8,0,28,0,28,5,35,0,0.002
"1qyg_ligand",0,1,0,1,0,3,1,0,289.330,3.684,519.805,218.399,112.802,188.604,0.000,918.829,1.000,6.000,0.0147735,0.0115428,0.8793212,30.492,9.196,14.727,9.733,0.135,-2.635,-2.075,-3.303,53.297,-0.191,29.267,-4.709,9.471,0.310,2,-0.292,2,58.638,0.000,0.000,82.039,5,0,14,0,14,7,21,0,0.013
"1qy2_ligand",3,0,0,0,0,2,0,1,152.196,0.925,392.578,267.889,20.399,104.290,0.000,616.413,0.000,2.000,0.0013887,0.0000000,0.8922509,18.227,4.751,6.052,3.041,2.058,-2.189,-1.737,-3.773,6345.328,0.272,3645.086,-1.336,9.663,0.431,5,-0.212,3,100.000,0.000,0.000,28.373,3,0,6,0,6,0,11,0,36.525
"1qy1_ligand",2,0,0,0,0,3,0,1,166.222,1.001,408.673,276.281,27.551,104.842,0.000,665.544,0.000,2.000,0.0015047,0.0000000,0.9020690,19.556,5.411,6.548,2.911,2.374,-2.426,-2.035,-3.617,5427.939,0.157,3078.956,-1.370,9.645,0.442,4,-0.112,3,100.000,0.000,0.000,29.502,3,0,6,0,6,0,12,0,26.596
"1qxl_ligand",0,0,0,0,0,13,0,-2,473.574,2.375,742.353,214.136,138.004,390.213,0.000,1444.329,4.000,8.700,0.0039041,0.0234390,0.8324000,47.027,16.188,26.333,16.659,3.823,-4.350,-6.371,-6.105,486.641,-1.548,227.122,-1.440,8.098,0.032,4,0.209,3,100.000,0.000,0.000,118.899,8,0,20,0,20,0,35,0,0.768
"1qxk_ligand",3,0,0,1,2,16,1,-2,518.519,3.060,832.057,317.104,298.909,216.044,0.000,1550.660,3.250,10.250,0.0060393,0.0222082,0.7786754,47.693,17.125,26.541,19.121,1.879,-3.778,-4.973,-1.587,1.943,-3.687,1.468,-4.731,9.156,0.227,7,-0.743,1,17.194,0.000,34.732,207.620,12,2,12,0,12,0,37,2,0.002
"1ql9_ligand",0,0,0,0,1,3,0,-1,499.026,6.969,805.183,250.172,125.092,358.103,71.816,1466.596,0.000,10.000,0.0331148,0.0000000,0.7753132,54.033,15.919,24.383,16.018,3.195,-5.232,-5.487,-5.501,406.894,-0.828,762.115,-2.275,8.742,1.531,3,-0.249,3,92.358,0.000,25.147,84.870,7,0,28,0,28,9,34,0,0.016
"1ql7_ligand",0,0,0,0,1,3,0,-1,499.026,6.969,805.183,250.172,125.092,358.103,71.816,1466.596,0.000,10.000,0.0331148,0.0000000,0.7753132,54.033,15.919,24.383,16.018,3.195,-5.232,-5.487,-5.501,406.894,-0.828,762.115,-2.275,8.742,1.531,3,-0.249,3,92.358,0.000,25.147,84.870,7,0,28,0,28,9,34,0,0.016
"1qkt_ligand",0,0,0,0,0,2,0,0,272.386,2.099,514.349,304.566,97.281,112.503,0.000,916.690,2.000,2.450,0.0048045,0.0067363,0.8872688,30.322,8.799,13.923,7.285,4.009,-4.698,-3.927,-3.893,1184.101,-0.381,593.847,-2.724,8.957,-0.285,4,0.461,3,100.000,0.000,0.000,44.531,2,0,17,0,17,11,20,0,0.031
"1qkb_ligand",5,3,0,1,2,17,0,-2,373.495,6.591,640.262,368.030,272.233,0.000,0.000,1219.349,7.500,8.500,0.0356231,0.0363573,0.8621031,31.729,13.182,26.313,20.910,-3.600,2.000,1.380,-1.385,0.059,-2.106,0.041,-9.030,9.180,-0.566,9,-1.452,1,0.000,0.000,29.611,187.328,9,1,0,0,0,0,26,2,0.035
"1qka_ligand",10,3,1,1,2,21,0,-2,430.549,6.787,761.520,371.138,390.382,0.000,0.000,1401.423,11.500,10.500,0.0328706,0.0467581,0.7952982,36.447,16.663,35.067,29.345,-4.943,2.000,1.421,-2.466,0.004,-4.020,0.003,-10.823,8.325,-0.600,11,-1.916,1,0.000,0.000,34.934,251.963,12,2,0,0,0,0,30,2,0.001
"1qk4_ligand",5,0,0,2,0,7,1,-2,348.208,13.096,545.173,74.984,368.751,96.897,4.543,926.093,5.000,15.100,0.1851854,0.0619337,0.8428177,27.339,11.207,27.587,24.852,-2.159,-1.705,-1.393,-0.922,0.202,-3.308,0.086,-7.302,8.779,0.430,4,-1.589,1,0.000,0.000,0.000,192.954,12,1,14,0,14,4,23,1,0.000
"1qk3_ligand",6,0,0,2,0,8,1,-2,363.223,11.776,584.008,76.585,450.122,52.766,4.535,976.072,7.000,15.600,0.1420651,0.0706732,0.8148308,28.276,12.348,30.716,28.400,-2.903,-2.087,-1.477,-1.165,0.034,-4.427,0.013,-8.861,8.256,-0.150,3,-1.611,1,0.000,0.000,0.000,221.057,13,2,14,0,14,4,24,1,0.000
"1qji_ligand",10,1,0,1,3,19,1,-2,741.820,4.970,1212.116,628.248,211.766,372.103,0.000,2312.985,3.500,17.000,0.0106810,0.0262385,0.6978081,77.765,25.699,40.619,27.464,1.428,-6.434,-5.102,-2.992,2.796,-3.082,2.831,-4.350,8.953,0.101,8,-0.657,1,17.384,0.000,42.921,216.518,14,2,22,0,22,8,52,3,0.000
"1qin_ligand",6,1,0,2,2,14,1,-2,568.339,8.033,816.158,152.177,416.427,147.317,100.236,1407.410,5.500,12.700,0.0458546,0.0364931,0.7441687,42.588,17.590,30.700,27.391,-2.686,-2.125,-3.434,-0.737,0.006,-4.649,0.023,-9.394,9.217,1.095,6,-1.687,1,0.000,0.000,58.943,246.691,12,3,6,0,6,0,31,1,0.000
"1qhc_ligand",15,0,0,6,0,20,5,-2,797.352,26.533,1016.913,110.769,735.254,152.051,18.839,1907.789,8.000,30.600,0.3690178,0.0851104,0.7315344,58.806,24.712,55.175,45.654,-3.529,-1.586,-3.808,4.244,0.000,-9.756,0.000,-12.614,8.545,0.616,4,-3.631,1,0.000,0.000,0.000,423.405,27,3,25,0,25,8,50,1,0.000
"1qft_ligand",4,1,0,0,0,3,0,-1,111.146,5.244,311.422,90.090,115.676,105.656,0.000,462.376,3.000,3.000,0.0594796,0.0166852,0.9285650,11.433,4.781,9.884,8.661,-0.513,0.697,0.178,-3.918,197.626,-0.113,94.868,-5.054,9.161,-0.757,3,-0.800,2,65.034,0.000,0.000,54.254,3,0,5,0,5,0,8,0,4.888
"1qf2_ligand",0,0,0,1,2,7,1,-2,412.503,6.766,698.202,181.617,127.102,339.107,50.376,1268.908,2.050,7.250,0.0360781,0.0148674,0.8118402,43.371,14.129,22.030,15.377,3.062,-4.416,-4.144,-1.638,90.938,-1.020,159.868,-1.995,8.941,-0.222,7,-0.473,2,79.929,0.000,29.579,104.508,6,0,17,0,17,4,29,1,0.160
"1qf1_ligand",0,0,0,1,2,12,1,-2,380.501,5.729,724.945,354.560,150.309,166.697,53.379,1298.879,2.300,6.000,0.0252647,0.0125519,0.7941563,39.714,13.480,19.905,13.526,3.337,-3.967,-3.561,-1.101,42.069,-1.618,96.017,-2.550,9.352,0.253,5,-0.411,2,75.550,0.000,43.990,115.308,6,0,6,0,6,0,26,0,0.116
"1qf0_ligand",2,0,0,1,2,13,1,-2,492.589,6.292,822.733,118.186,164.689,480.937,58.921,1524.753,3.300,6.750,0.0259640,0.0149040,0.7787040,51.112,18.237,26.341,17.379,4.539,-5.392,-6.131,-2.850,35.677,-1.886,73.333,-1.612,8.915,0.322,8,-0.081,2,81.309,0.000,35.850,134.162,7,0,18,0,18,0,35,1,0.049
"1qbv_ligand",1,1,0,0,2,9,0,-1,381.477,5.409,733.523,252.961,126.935,353.627,0.000,1286.908,4.000,9.000,0.0227311,0.0245391,0.7800395,42.946,14.577,25.048,20.393,0.954,-2.269,-1.763,-4.755,75.330,-0.971,72.730,-3.812,8.733,-0.086,9,-0.754,2,66.127,0.000,39.210,108.613,7,0,17,0,17,4,28,1,0.317
"1qbu_ligand",2,0,0,0,0,12,0,-2,596.743,7.874,834.824,194.614,136.697,469.243,34.270,1701.445,3.000,9.400,0.0364365,0.0195027,0.8256238,58.714,18.964,30.215,16.868,5.517,-6.056,-8.362,-6.591,500.732,-1.413,360.904,-1.234,9.020,0.871,6,0.825,2,81.650,0.000,0.000,106.300,8,2,33,3,23,7,43,1,0.031
"1qbt_ligand",12,0,0,0,0,14,0,-2,824.937,6.370,1237.885,96.028,248.243,893.614,0.000,2432.232,4.000,11.400,0.0166804,0.0184185,0.7065693,90.729,30.577,44.268,24.465,8.557,-11.662,-13.416,-10.542,43.834,-3.595,16.839,-1.603,8.644,0.651,6,2.094,1,54.600,0.000,0.000,188.007,13,4,49,0,42,4,62,1,0.000
"1qbs_ligand",2,0,0,0,0,14,0,-2,566.696,4.824,882.338,217.012,190.331,474.995,0.000,1757.800,4.000,8.800,0.0132387,0.0199470,0.7983189,59.740,20.027,31.311,17.806,5.402,-6.438,-8.143,-7.061,155.234,-2.271,66.055,-2.010,9.103,0.007,8,0.898,1,71.870,0.000,0.000,104.691,7,2,31,0,24,4,42,2,0.002
"1qbr_ligand",9,0,0,0,0,14,0,-2,758.908,9.609,1074.778,88.331,183.130,701.407,101.911,2156.588,4.000,13.400,0.0428115,0.0249354,0.7510886,77.862,26.231,41.287,24.327,6.688,-8.619,-10.795,-8.905,181.669,-2.194,283.133,-1.080,8.938,1.074,8,1.042,1,67.667,0.000,0.000,157.102,11,3,41,0,34,4,54,2,0.000
"1qbq_ligand",1,0,0,2,0,11,0,-2,302.350,6.364,557.088,396.623,136.610,23.855,0.000,1032.894,3.000,6.700,0.0392153,0.0208311,0.8870448,28.347,9.759,17.241,10.718,2.909,-2.353,-2.710,0.142,32.183,-1.257,19.505,-2.897,8.965,-0.458,9,-0.616,2,70.962,0.000,0.000,81.158,4,0,0,0,0,0,20,1,1.702
"1qbo_ligand",0,0,2,0,0,8,0,-2,454.574,9.081,718.320,293.985,172.986,251.349,0.000,1384.078,4.000,5.250,0.0595861,0.0146175,0.8361570,46.500,14.921,25.154,13.599,4.314,-5.633,-7.208,-5.382,226.710,-1.568,99.469,-7.179,8.548,1.214,2,0.787,3,94.363,0.000,0.000,103.935,7,0,25,0,25,5,34,0,0.000
"1qbn_ligand",0,0,1,1,0,9,0,-2,431.407,3.955,629.333,0.000,243.924,385.409,0.000,1182.653,6.000,7.750,0.0132259,0.0301646,0.8593885,39.078,15.026,26.721,19.950,2.054,-3.226,-5.862,-3.838,12.200,-2.181,5.375,-5.856,8.928,0.855,1,-0.366,2,45.457,0.000,0.000,162.238,10,1,23,0,23,0,32,1,0.000
"1qb9_ligand",1,0,2,0,0,8,0,-2,489.619,6.682,760.023,221.935,151.005,387.083,0.000,1474.083,4.000,3.750,0.0302884,0.0098681,0.8241753,51.399,16.542,25.756,12.996,5.732,-6.734,-8.697,-6.223,366.369,-1.401,167.108,-6.296,8.212,1.107,1,1.243,1,93.439,0.000,0.000,89.879,6,1,29,0,29,5,37,1,0.000
"1qb6_ligand",0,0,2,0,0,10,0,-2,397.383,3.876,623.460,81.311,193.103,266.675,82.371,1125.945,6.000,5.000,0.0133395,0.0196443,0.8395270,35.032,12.749,23.659,15.883,2.568,-3.699,-5.791,-5.400,146.117,-1.664,174.872,-7.304,8.905,0.753,1,-0.133,3,67.766,82.371,0.000,113.403,7,1,18,0,18,0,29,0,0.000
"1qb1_ligand",0,0,1,1,0,9,0,-2,564.547,7.319,769.318,216.511,218.847,268.077,65.884,1505.536,5.000,8.750,0.0355836,0.0254324,0.8257586,50.879,16.249,30.259,18.862,4.051,-5.570,-8.238,-3.822,21.095,-1.957,22.301,-5.807,8.853,0.842,2,0.284,2,48.448,65.884,0.000,151.608,11,2,29,0,29,5,41,1,0.000
"1qaw_ligand",0,1,0,1,0,4,0,-1,204.228,3.554,420.090,39.160,174.603,206.327,0.000,693.035,4.000,3.000,0.0182271,0.0142827,0.9015572,20.983,8.352,14.497,11.252,-1.060,-1.180,-1.406,-3.028,13.824,-0.711,6.807,-5.689,8.210,-0.124,4,-0.623,2,41.154,0.000,0.000,87.831,4,0,9,0,9,0,15,1,0.025
"1qan_ligand",3,1,0,1,0,10,0,-2,384.409,4.808,619.705,139.212,350.558,97.267,32.668,1094.138,7.000,12.600,0.0211240,0.0537941,0.8286318,32.141,13.342,28.520,24.725,-3.489,-1.889,-1.610,-3.687,0.297,-2.964,0.162,-8.740,8.523,0.307,7,-1.122,1,0.000,0.000,0.000,190.891,11,2,14,0,14,4,26,2,0.000
"1q91_ligand",1,0,0,2,0,3,1,-2,410.319,14.131,567.559,187.616,222.116,154.060,3.767,1076.605,3.000,11.700,0.1854766,0.0357056,0.8950730,36.477,11.734,25.756,18.901,0.994,-2.739,-3.824,-0.350,4.975,-1.456,2.719,-4.782,9.188,0.178,2,-0.841,2,45.236,0.000,0.000,149.167,10,0,21,0,21,6,28,1,0.012
"1q72_ligand",0,1,0,0,0,3,2,1,303.357,3.349,585.138,323.296,71.117,190.725,0.000,1020.553,0.000,6.000,0.0109915,0.0000000,0.8377814,34.584,9.516,14.345,8.157,2.299,-2.234,-2.070,-5.793,522.879,0.106,271.553,-3.933,9.438,0.358,2,-0.152,3,89.062,0.000,0.000,70.518,5,0,14,0,14,7,22,0,0.124
